ID,type,colour,n,hectares,sq_km,ORC,name
1,Temperate or sub-polar shrubland,#B38A33,2391,215.19,2.1519,3056,GOOSEGRASS CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,1764,158.76,1.5876,3056,GOOSEGRASS CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,1243,111.86999999999999,1.1186999999999998,3056,GOOSEGRASS CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,1014,91.25999999999999,0.9125999999999999,3056,GOOSEGRASS CREEK ECOLOGICAL RESERVE
1,Sub-polar taiga needleleaf forest,#949C70,722,64.98,0.6498,3056,GOOSEGRASS CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,131,11.79,0.11789999999999999,3056,GOOSEGRASS CREEK ECOLOGICAL RESERVE
1,Wetland,#6BA38A,27,2.4299999999999997,0.0243,3056,GOOSEGRASS CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,13897,1250.73,12.5073,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,4755,427.95,4.2795,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,4573,411.57,4.1157,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,2630,236.7,2.367,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Snow and Ice,#FFFAFF,2061,185.48999999999998,1.8548999999999998,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,432,38.879999999999995,0.3888,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,353,31.77,0.3177,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,28,2.52,0.0252,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,9,0.8099999999999999,0.0081,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,6,0.54,0.0054,3115,GINGIETL CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,18622,1675.98,16.7598,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,2348,211.32,2.1132,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,1314,118.25999999999999,1.1825999999999999,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,1192,107.28,1.0728,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Water,#4D70A3,739,66.50999999999999,0.6650999999999999,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,475,42.75,0.4275,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,411,36.99,0.3699,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Snow and Ice,#FFFAFF,40,3.5999999999999996,0.036,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,18,1.6199999999999999,0.0162,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,5,0.44999999999999996,0.0045,3059,NINGUNSAW RIVER ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,10091,908.1899999999999,9.0819,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,3998,359.82,3.5982,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,3043,273.87,2.7387,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,2616,235.44,2.3544,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Sub-polar taiga needleleaf forest,#949C70,1273,114.57,1.1457,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,750,67.5,0.675,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Snow and Ice,#FFFAFF,544,48.96,0.48960000000000004,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,459,41.309999999999995,0.41309999999999997,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,265,23.849999999999998,0.2385,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Urban,#DB2126,2,0.18,0.0018,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Water,#4D70A3,1,0.09,9e-4,3046,SIKANNI CHIEF RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,22427,2018.4299999999998,20.184299999999997,9841,LIUMCHEN ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,755,67.95,0.6795,9841,LIUMCHEN ECOLOGICAL RESERVE
1,NA,NA,425,38.25,0.3825,9841,LIUMCHEN ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,286,25.74,0.25739999999999996,9841,LIUMCHEN ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,77,6.93,0.0693,9841,LIUMCHEN ECOLOGICAL RESERVE
1,Water,#4D70A3,34,3.06,0.030600000000000002,9841,LIUMCHEN ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,17,1.53,0.015300000000000001,9841,LIUMCHEN ECOLOGICAL RESERVE
1,Water,#4D70A3,14613,1315.1699999999998,13.151699999999998,3111,ROBSON BIGHT (MICHAEL BIGG) ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,5524,497.15999999999997,4.9716,3111,ROBSON BIGHT (MICHAEL BIGG) ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,81,7.29,0.0729,3111,ROBSON BIGHT (MICHAEL BIGG) ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,19,1.71,0.0171,3111,ROBSON BIGHT (MICHAEL BIGG) ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,11,0.99,0.009899999999999999,3111,ROBSON BIGHT (MICHAEL BIGG) ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,9052,814.68,8.146799999999999,3049,KINGFISHER CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,2305,207.45,2.0745,3049,KINGFISHER CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,2225,200.25,2.0025,3049,KINGFISHER CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,1798,161.82,1.6181999999999999,3049,KINGFISHER CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,750,67.5,0.675,3049,KINGFISHER CREEK ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,232,20.88,0.20879999999999999,3049,KINGFISHER CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,24,2.16,0.0216,3049,KINGFISHER CREEK ECOLOGICAL RESERVE
1,Wetland,#6BA38A,14,1.26,0.0126,3049,KINGFISHER CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,5361,482.49,4.8249,8312,GRAYLING RIVER HOT SPRINGS ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,4232,380.88,3.8087999999999997,8312,GRAYLING RIVER HOT SPRINGS ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,2559,230.31,2.3031,8312,GRAYLING RIVER HOT SPRINGS ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,2438,219.42,2.1942,8312,GRAYLING RIVER HOT SPRINGS ECOLOGICAL RESERVE
1,Water,#4D70A3,299,26.91,0.2691,8312,GRAYLING RIVER HOT SPRINGS ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,24,2.16,0.0216,8312,GRAYLING RIVER HOT SPRINGS ECOLOGICAL RESERVE
1,Sub-polar taiga needleleaf forest,#949C70,21,1.89,0.0189,8312,GRAYLING RIVER HOT SPRINGS ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,14550,1309.5,13.095,3080,SMITH RIVER ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,53,4.77,0.04769999999999999,3080,SMITH RIVER ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,8747,787.23,7.8723,8291,OSPIKA CONES ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,3083,277.46999999999997,2.7746999999999997,8291,OSPIKA CONES ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,829,74.61,0.7461,8291,OSPIKA CONES ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,501,45.089999999999996,0.45089999999999997,8291,OSPIKA CONES ECOLOGICAL RESERVE
1,Water,#4D70A3,256,23.04,0.2304,8291,OSPIKA CONES ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,120,10.799999999999999,0.10799999999999998,8291,OSPIKA CONES ECOLOGICAL RESERVE
1,Sub-polar taiga needleleaf forest,#949C70,64,5.76,0.0576,8291,OSPIKA CONES ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,6,0.54,0.0054,8291,OSPIKA CONES ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,10345,931.05,9.3105,3043,MOUNT GRIFFIN ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,1553,139.76999999999998,1.3976999999999997,3043,MOUNT GRIFFIN ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,999,89.91,0.8991,3043,MOUNT GRIFFIN ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,532,47.879999999999995,0.47879999999999995,3043,MOUNT GRIFFIN ECOLOGICAL RESERVE
1,Water,#4D70A3,141,12.69,0.12689999999999999,3043,MOUNT GRIFFIN ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,137,12.33,0.1233,3043,MOUNT GRIFFIN ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,14,1.26,0.0126,3043,MOUNT GRIFFIN ECOLOGICAL RESERVE
1,Water,#4D70A3,11766,1058.94,10.589400000000001,3011,SARTINE ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,100,9,0.09,3011,SARTINE ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,45,4.05,0.0405,3011,SARTINE ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,19,1.71,0.0171,3011,SARTINE ISLAND ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,16,1.44,0.0144,3011,SARTINE ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,13,1.17,0.011699999999999999,3011,SARTINE ISLAND ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,6,0.54,0.0054,3011,SARTINE ISLAND ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,6495,584.55,5.8454999999999995,3053,NARCOSLI LAKE ECOLOGICAL RESERVE
1,Water,#4D70A3,3564,320.76,3.2076,3053,NARCOSLI LAKE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,845,76.05,0.7605,3053,NARCOSLI LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,545,49.05,0.4905,3053,NARCOSLI LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,282,25.38,0.25379999999999997,3053,NARCOSLI LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,34,3.06,0.030600000000000002,3053,NARCOSLI LAKE ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,7,0.63,0.0063,3053,NARCOSLI LAKE ECOLOGICAL RESERVE
1,Water,#4D70A3,9690,872.1,8.721,3013,ANNE VALLEE (TRIANGLE ISLAND) ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,766,68.94,0.6894,3013,ANNE VALLEE (TRIANGLE ISLAND) ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,116,10.44,0.10439999999999999,3013,ANNE VALLEE (TRIANGLE ISLAND) ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,115,10.35,0.1035,3013,ANNE VALLEE (TRIANGLE ISLAND) ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,30,2.6999999999999997,0.026999999999999996,3013,ANNE VALLEE (TRIANGLE ISLAND) ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,19,1.71,0.0171,3013,ANNE VALLEE (TRIANGLE ISLAND) ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,10,0.8999999999999999,0.009,3013,ANNE VALLEE (TRIANGLE ISLAND) ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,7352,661.68,6.6168,3133,GAMBLE CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,2391,215.19,2.1519,3133,GAMBLE CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,399,35.91,0.3591,3133,GAMBLE CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,153,13.77,0.1377,3133,GAMBLE CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,75,6.75,0.0675,3133,GAMBLE CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,39,3.51,0.0351,3133,GAMBLE CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,5830,524.6999999999999,5.246999999999999,3058,BLUE/DEASE RIVERS ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,2978,268.02,2.6801999999999997,3058,BLUE/DEASE RIVERS ECOLOGICAL RESERVE
1,Water,#4D70A3,829,74.61,0.7461,3058,BLUE/DEASE RIVERS ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,223,20.07,0.2007,3058,BLUE/DEASE RIVERS ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,205,18.45,0.1845,3058,BLUE/DEASE RIVERS ECOLOGICAL RESERVE
1,Urban,#DB2126,55,4.95,0.0495,3058,BLUE/DEASE RIVERS ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,17,1.53,0.015300000000000001,3058,BLUE/DEASE RIVERS ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,5,0.44999999999999996,0.0045,3058,BLUE/DEASE RIVERS ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,8313,748.17,7.4817,3034,BIG WHITE MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,1268,114.11999999999999,1.1412,3034,BIG WHITE MOUNTAIN ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,368,33.12,0.3312,3034,BIG WHITE MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,309,27.81,0.2781,3034,BIG WHITE MOUNTAIN ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,161,14.49,0.1449,3034,BIG WHITE MOUNTAIN ECOLOGICAL RESERVE
1,Water,#4D70A3,124,11.16,0.1116,3034,BIG WHITE MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,22,1.98,0.019799999999999998,3034,BIG WHITE MOUNTAIN ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,7397,665.73,6.6573,3003,SOAP LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,1629,146.60999999999999,1.4661,3003,SOAP LAKE ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,1067,96.03,0.9603,3003,SOAP LAKE ECOLOGICAL RESERVE
1,Water,#4D70A3,150,13.5,0.135,3003,SOAP LAKE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,27,2.4299999999999997,0.0243,3003,SOAP LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,22,1.98,0.019799999999999998,3003,SOAP LAKE ECOLOGICAL RESERVE
1,Snow and Ice,#FFFAFF,6,0.54,0.0054,3003,SOAP LAKE ECOLOGICAL RESERVE
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,6,0.54,0.0054,3003,SOAP LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,3701,333.09,3.3308999999999997,3031,LEW CREEK ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,2703,243.26999999999998,2.4326999999999996,3031,LEW CREEK ECOLOGICAL RESERVE
1,Snow and Ice,#FFFAFF,1125,101.25,1.0125,3031,LEW CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,690,62.099999999999994,0.621,3031,LEW CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,570,51.3,0.513,3031,LEW CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,431,38.79,0.38789999999999997,3031,LEW CREEK ECOLOGICAL RESERVE
1,Sub-polar taiga needleleaf forest,#949C70,330,29.7,0.297,3031,LEW CREEK ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,146,13.139999999999999,0.1314,3031,LEW CREEK ECOLOGICAL RESERVE
1,Water,#4D70A3,106,9.54,0.09539999999999998,3031,LEW CREEK ECOLOGICAL RESERVE
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,46,4.14,0.0414,3031,LEW CREEK ECOLOGICAL RESERVE
1,Wetland,#6BA38A,7,0.63,0.0063,3031,LEW CREEK ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,6260,563.4,5.6339999999999995,3117,HALEY LAKE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,2293,206.37,2.0637,3117,HALEY LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,648,58.32,0.5832,3117,HALEY LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,373,33.57,0.3357,3117,HALEY LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,159,14.309999999999999,0.14309999999999998,3117,HALEY LAKE ECOLOGICAL RESERVE
1,Water,#4D70A3,109,9.81,0.0981,3117,HALEY LAKE ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,76,6.84,0.0684,3117,HALEY LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar needleleaf forest,#003D00,5909,531.81,5.318099999999999,3088,SKWAHA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar shrubland,#B38A33,2048,184.32,1.8432,3088,SKWAHA LAKE ECOLOGICAL RESERVE
1,Mixed forest,#5C752B,540,48.6,0.486,3088,SKWAHA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,536,48.239999999999995,0.48239999999999994,3088,SKWAHA LAKE ECOLOGICAL RESERVE
1,Temperate or sub-polar grassland,#E0CF8A,169,15.209999999999999,0.15209999999999999,3088,SKWAHA LAKE ECOLOGICAL RESERVE
1,Barren lands,#A8ABAD,130,11.7,0.11699999999999999,3088,SKWAHA LAKE ECOLOGICAL RESERVE
