ID,type,colour,n,hectares,sq_km,ORC,name
1,Barren lands,#A8ABAD,2245548,202099.32,2020.9932000000001,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Temperate or sub-polar needleleaf forest,#003D00,2030080,182707.19999999998,1827.072,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Temperate or sub-polar shrubland,#B38A33,1022359,92012.31,920.1231,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Temperate or sub-polar grassland,#E0CF8A,603129,54281.61,542.8161,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Mixed forest,#5C752B,313850,28246.5,282.465,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,240363,21632.67,216.3267,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Sub-polar taiga needleleaf forest,#949C70,197461,17771.489999999998,177.71489999999997,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,163612,14725.08,147.2508,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Water,#4D70A3,105406,9486.539999999999,94.8654,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Snow and Ice,#FFFAFF,98961,8906.49,89.0649,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,12536,1128.24,11.2824,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Wetland,#6BA38A,662,59.58,0.5958,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Urban,#DB2126,175,15.75,0.1575,0341,NORTHERN ROCKY MOUNTAINS PARK
1,Temperate or sub-polar needleleaf forest,#003D00,3172459,285521.31,2855.2131,0024,WELLS GRAY PARK
1,Barren lands,#A8ABAD,579445,52150.049999999996,521.5005,0024,WELLS GRAY PARK
1,Temperate or sub-polar grassland,#E0CF8A,490709,44163.81,441.63809999999995,0024,WELLS GRAY PARK
1,Temperate or sub-polar shrubland,#B38A33,433578,39022.02,390.2202,0024,WELLS GRAY PARK
1,Snow and Ice,#FFFAFF,332579,29932.11,299.3211,0024,WELLS GRAY PARK
1,Water,#4D70A3,301291,27116.19,271.1619,0024,WELLS GRAY PARK
1,Mixed forest,#5C752B,287446,25870.14,258.7014,0024,WELLS GRAY PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,227112,20440.079999999998,204.40079999999998,0024,WELLS GRAY PARK
1,Sub-polar taiga needleleaf forest,#949C70,26221,2359.89,23.5989,0024,WELLS GRAY PARK
1,Wetland,#6BA38A,9384,844.56,8.445599999999999,0024,WELLS GRAY PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,4371,393.39,3.9339,0024,WELLS GRAY PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,1767,159.03,1.5903,0024,WELLS GRAY PARK
1,Urban,#DB2126,1347,121.22999999999999,1.2123,0024,WELLS GRAY PARK
1,Temperate or sub-polar needleleaf forest,#003D00,2053226,184790.34,1847.9034,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Barren lands,#A8ABAD,735599,66203.91,662.0391000000001,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Temperate or sub-polar shrubland,#B38A33,276204,24858.36,248.58360000000002,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Temperate or sub-polar grassland,#E0CF8A,255858,23027.219999999998,230.27219999999997,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Mixed forest,#5C752B,56639,5097.51,50.975100000000005,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Water,#4D70A3,51780,4660.2,46.602,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,25542,2298.7799999999997,22.987799999999996,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,19376,1743.84,17.438399999999998,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Sub-polar taiga needleleaf forest,#949C70,14179,1276.11,12.761099999999999,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Snow and Ice,#FFFAFF,7309,657.81,6.578099999999999,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,2631,236.79,2.3679,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Wetland,#6BA38A,864,77.75999999999999,0.7776,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Urban,#DB2126,24,2.16,0.0216,0426,DUNE ZA KEYIH PARK [A.K.A. FROG-GATAGA PARK]
1,Temperate or sub-polar needleleaf forest,#003D00,1161042,104493.78,1044.9378,0238,MOUNT EDZIZA PARK
1,Barren lands,#A8ABAD,771080,69397.2,693.972,0238,MOUNT EDZIZA PARK
1,Temperate or sub-polar shrubland,#B38A33,268453,24160.77,241.6077,0238,MOUNT EDZIZA PARK
1,Mixed forest,#5C752B,244229,21980.61,219.80610000000001,0238,MOUNT EDZIZA PARK
1,Temperate or sub-polar grassland,#E0CF8A,154167,13875.029999999999,138.75029999999998,0238,MOUNT EDZIZA PARK
1,Snow and Ice,#FFFAFF,97619,8785.71,87.85709999999999,0238,MOUNT EDZIZA PARK
1,Water,#4D70A3,49774,4479.66,44.7966,0238,MOUNT EDZIZA PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,38931,3503.79,35.0379,0238,MOUNT EDZIZA PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,16175,1455.75,14.5575,0238,MOUNT EDZIZA PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,8357,752.13,7.5213,0238,MOUNT EDZIZA PARK
1,Sub-polar taiga needleleaf forest,#949C70,307,27.63,0.2763,0238,MOUNT EDZIZA PARK
1,Wetland,#6BA38A,72,6.4799999999999995,0.0648,0238,MOUNT EDZIZA PARK
1,Urban,#DB2126,3,0.27,0.0027,0238,MOUNT EDZIZA PARK
1,Temperate or sub-polar needleleaf forest,#003D00,2103212,189289.08,1892.8908,0347,STIKINE RIVER PARK
1,Temperate or sub-polar shrubland,#B38A33,214339,19290.51,192.90509999999998,0347,STIKINE RIVER PARK
1,Mixed forest,#5C752B,160394,14435.46,144.3546,0347,STIKINE RIVER PARK
1,Temperate or sub-polar grassland,#E0CF8A,109566,9860.94,98.60940000000001,0347,STIKINE RIVER PARK
1,Water,#4D70A3,65541,5898.69,58.9869,0347,STIKINE RIVER PARK
1,Barren lands,#A8ABAD,33995,3059.5499999999997,30.595499999999998,0347,STIKINE RIVER PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,26618,2395.62,23.9562,0347,STIKINE RIVER PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,3798,341.82,3.4182,0347,STIKINE RIVER PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,2225,200.25,2.0025,0347,STIKINE RIVER PARK
1,Wetland,#6BA38A,443,39.87,0.3987,0347,STIKINE RIVER PARK
1,Sub-polar taiga needleleaf forest,#949C70,407,36.629999999999995,0.36629999999999996,0347,STIKINE RIVER PARK
1,Urban,#DB2126,75,6.75,0.0675,0347,STIKINE RIVER PARK
1,Temperate or sub-polar needleleaf forest,#003D00,1722200,154998,1549.98,0001,STRATHCONA PARK
1,Barren lands,#A8ABAD,282247,25402.23,254.0223,0001,STRATHCONA PARK
1,Temperate or sub-polar grassland,#E0CF8A,246950,22225.5,222.255,0001,STRATHCONA PARK
1,Temperate or sub-polar shrubland,#B38A33,154325,13889.25,138.8925,0001,STRATHCONA PARK
1,Mixed forest,#5C752B,151729,13655.609999999999,136.5561,0001,STRATHCONA PARK
1,Water,#4D70A3,112431,10118.789999999999,101.18789999999998,0001,STRATHCONA PARK
1,Snow and Ice,#FFFAFF,59329,5339.61,53.3961,0001,STRATHCONA PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,10784,970.56,9.705599999999999,0001,STRATHCONA PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,6484,583.56,5.8355999999999995,0001,STRATHCONA PARK
1,Urban,#DB2126,2023,182.07,1.8207,0001,STRATHCONA PARK
1,Sub-polar taiga needleleaf forest,#949C70,1097,98.72999999999999,0.9872999999999998,0001,STRATHCONA PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,149,13.41,0.1341,0001,STRATHCONA PARK
1,Wetland,#6BA38A,11,0.99,0.009899999999999999,0001,STRATHCONA PARK
1,Barren lands,#A8ABAD,893773,80439.56999999999,804.3956999999999,0409,TS'IL?OS PARK
1,Temperate or sub-polar needleleaf forest,#003D00,717758,64598.22,645.9822,0409,TS'IL?OS PARK
1,Snow and Ice,#FFFAFF,483345,43501.049999999996,435.0105,0409,TS'IL?OS PARK
1,Water,#4D70A3,224959,20246.309999999998,202.46309999999997,0409,TS'IL?OS PARK
1,Temperate or sub-polar grassland,#E0CF8A,100002,9000.18,90.0018,0409,TS'IL?OS PARK
1,Temperate or sub-polar shrubland,#B38A33,77212,6949.08,69.4908,0409,TS'IL?OS PARK
1,Mixed forest,#5C752B,52851,4756.59,47.5659,0409,TS'IL?OS PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,16758,1508.22,15.0822,0409,TS'IL?OS PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,5533,497.96999999999997,4.979699999999999,0409,TS'IL?OS PARK
1,Sub-polar taiga needleleaf forest,#949C70,1160,104.39999999999999,1.0439999999999998,0409,TS'IL?OS PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,573,51.57,0.5157,0409,TS'IL?OS PARK
1,Wetland,#6BA38A,52,4.68,0.046799999999999994,0409,TS'IL?OS PARK
1,Temperate or sub-polar needleleaf forest,#003D00,793924,71453.16,714.5316,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Snow and Ice,#FFFAFF,664833,59834.97,598.3497,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Barren lands,#A8ABAD,474844,42735.96,427.3596,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Water,#4D70A3,328735,29586.149999999998,295.8615,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Temperate or sub-polar shrubland,#B38A33,70814,6373.26,63.732600000000005,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Temperate or sub-polar grassland,#E0CF8A,57883,5209.47,52.0947,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Mixed forest,#5C752B,13839,1245.51,12.4551,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,6438,579.42,5.7942,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,4336,390.24,3.9024,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,2010,180.9,1.8090000000000002,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Sub-polar taiga needleleaf forest,#949C70,478,43.019999999999996,0.43019999999999997,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,NA,NA,432,38.879999999999995,0.3888,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Wetland,#6BA38A,57,5.13,0.0513,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Urban,#DB2126,23,2.07,0.0207,0246,ATLIN/A TEIX'GI AAN TLEIN PARK
1,Temperate or sub-polar needleleaf forest,#003D00,1019097,91718.73,917.1872999999999,0002,MOUNT ROBSON PARK
1,Barren lands,#A8ABAD,650147,58513.229999999996,585.1323,0002,MOUNT ROBSON PARK
1,Snow and Ice,#FFFAFF,248962,22406.579999999998,224.06579999999997,0002,MOUNT ROBSON PARK
1,Temperate or sub-polar grassland,#E0CF8A,217276,19554.84,195.54840000000002,0002,MOUNT ROBSON PARK
1,Temperate or sub-polar shrubland,#B38A33,121358,10922.22,109.22219999999999,0002,MOUNT ROBSON PARK
1,Sub-polar taiga needleleaf forest,#949C70,85146,7663.139999999999,76.6314,0002,MOUNT ROBSON PARK
1,Water,#4D70A3,38564,3470.7599999999998,34.7076,0002,MOUNT ROBSON PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,26432,2378.88,23.788800000000002,0002,MOUNT ROBSON PARK
1,Mixed forest,#5C752B,22543,2028.87,20.2887,0002,MOUNT ROBSON PARK
1,Wetland,#6BA38A,7063,635.67,6.3567,0002,MOUNT ROBSON PARK
1,Urban,#DB2126,2609,234.81,2.3481,0002,MOUNT ROBSON PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,2333,209.97,2.0997,0002,MOUNT ROBSON PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,1852,166.68,1.6668,0002,MOUNT ROBSON PARK
1,Temperate or sub-polar needleleaf forest,#003D00,1016985,91528.65,915.2864999999999,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Barren lands,#A8ABAD,537834,48405.06,484.0506,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Temperate or sub-polar grassland,#E0CF8A,269832,24284.879999999997,242.84879999999998,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Temperate or sub-polar shrubland,#B38A33,108231,9740.789999999999,97.40789999999998,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Sub-polar taiga needleleaf forest,#949C70,107879,9709.109999999999,97.09109999999998,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Snow and Ice,#FFFAFF,104696,9422.64,94.2264,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,31466,2831.94,28.3194,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Mixed forest,#5C752B,29943,2694.87,26.9487,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Water,#4D70A3,9364,842.76,8.4276,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Wetland,#6BA38A,5568,501.12,5.0112,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,1854,166.85999999999999,1.6685999999999999,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,903,81.27,0.8127,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Urban,#DB2126,27,2.4299999999999997,0.0243,9435,PURCELL WILDERNESS CONSERVANCY PARK
1,Temperate or sub-polar needleleaf forest,#003D00,673670,60630.299999999996,606.303,0007,GARIBALDI PARK
1,Snow and Ice,#FFFAFF,552884,49759.56,497.5956,0007,GARIBALDI PARK
1,Barren lands,#A8ABAD,438493,39464.369999999995,394.64369999999997,0007,GARIBALDI PARK
1,Temperate or sub-polar shrubland,#B38A33,212206,19098.54,190.9854,0007,GARIBALDI PARK
1,Temperate or sub-polar grassland,#E0CF8A,102511,9225.99,92.2599,0007,GARIBALDI PARK
1,Mixed forest,#5C752B,42848,3856.3199999999997,38.563199999999995,0007,GARIBALDI PARK
1,Water,#4D70A3,37581,3382.29,33.8229,0007,GARIBALDI PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,16998,1529.82,15.2982,0007,GARIBALDI PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,2990,269.09999999999997,2.691,0007,GARIBALDI PARK
1,Sub-polar taiga needleleaf forest,#949C70,555,49.949999999999996,0.49949999999999994,0007,GARIBALDI PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,334,30.06,0.3006,0007,GARIBALDI PARK
1,Urban,#DB2126,319,28.709999999999997,0.28709999999999997,0007,GARIBALDI PARK
1,Temperate or sub-polar needleleaf forest,#003D00,749872,67488.48,674.8847999999999,0345,KAKWA PARK
1,Barren lands,#A8ABAD,402449,36220.409999999996,362.2041,0345,KAKWA PARK
1,Snow and Ice,#FFFAFF,179307,16137.63,161.3763,0345,KAKWA PARK
1,Temperate or sub-polar shrubland,#B38A33,177738,15996.42,159.9642,0345,KAKWA PARK
1,Temperate or sub-polar grassland,#E0CF8A,118813,10693.17,106.9317,0345,KAKWA PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,79157,7124.13,71.2413,0345,KAKWA PARK
1,Mixed forest,#5C752B,71072,6396.48,63.9648,0345,KAKWA PARK
1,Water,#4D70A3,31709,2853.81,28.5381,0345,KAKWA PARK
1,Sub-polar taiga needleleaf forest,#949C70,28256,2543.04,25.4304,0345,KAKWA PARK
1,Wetland,#6BA38A,9237,831.3299999999999,8.3133,0345,KAKWA PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,385,34.65,0.3465,0345,KAKWA PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,267,24.029999999999998,0.24029999999999999,0345,KAKWA PARK
1,Urban,#DB2126,27,2.4299999999999997,0.0243,0345,KAKWA PARK
1,Temperate or sub-polar needleleaf forest,#003D00,942090,84788.09999999999,847.8809999999999,0129,BOWRON LAKE PARK
1,Barren lands,#A8ABAD,125748,11317.32,113.1732,0129,BOWRON LAKE PARK
1,Water,#4D70A3,100743,9066.869999999999,90.66869999999999,0129,BOWRON LAKE PARK
1,Temperate or sub-polar shrubland,#B38A33,81195,7307.55,73.0755,0129,BOWRON LAKE PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,75126,6761.34,67.6134,0129,BOWRON LAKE PARK
1,Temperate or sub-polar grassland,#E0CF8A,65730,5915.7,59.157,0129,BOWRON LAKE PARK
1,Mixed forest,#5C752B,63707,5733.63,57.3363,0129,BOWRON LAKE PARK
1,Snow and Ice,#FFFAFF,35284,3175.56,31.7556,0129,BOWRON LAKE PARK
1,Sub-polar taiga needleleaf forest,#949C70,15513,1396.1699999999998,13.961699999999999,0129,BOWRON LAKE PARK
1,Wetland,#6BA38A,2931,263.78999999999996,2.6378999999999997,0129,BOWRON LAKE PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,698,62.82,0.6282,0129,BOWRON LAKE PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,652,58.68,0.5868,0129,BOWRON LAKE PARK
1,Urban,#DB2126,169,15.209999999999999,0.15209999999999999,0129,BOWRON LAKE PARK
1,Temperate or sub-polar needleleaf forest,#003D00,1108799,99791.91,997.9191000000001,9812,OMINECA PARK
1,Temperate or sub-polar shrubland,#B38A33,69151,6223.59,62.2359,9812,OMINECA PARK
1,Mixed forest,#5C752B,60385,5434.65,54.3465,9812,OMINECA PARK
1,Temperate or sub-polar grassland,#E0CF8A,50113,4510.17,45.1017,9812,OMINECA PARK
1,Barren lands,#A8ABAD,45268,4074.12,40.7412,9812,OMINECA PARK
1,Water,#4D70A3,41598,3743.8199999999997,37.438199999999995,9812,OMINECA PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,22135,1992.1499999999999,19.921499999999998,9812,OMINECA PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,8699,782.91,7.8290999999999995,9812,OMINECA PARK
1,Sub-polar taiga needleleaf forest,#949C70,1861,167.48999999999998,1.6748999999999998,9812,OMINECA PARK
1,Urban,#DB2126,955,85.95,0.8595,9812,OMINECA PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,914,82.25999999999999,0.8225999999999999,9812,OMINECA PARK
1,Wetland,#6BA38A,88,7.92,0.07919999999999999,9812,OMINECA PARK
1,Snow and Ice,#FFFAFF,15,1.3499999999999999,0.013499999999999998,9812,OMINECA PARK
1,Temperate or sub-polar needleleaf forest,#003D00,460819,41473.71,414.7371,0254,KWADACHA WILDERNESS PARK
1,Barren lands,#A8ABAD,308040,27723.6,277.236,0254,KWADACHA WILDERNESS PARK
1,Temperate or sub-polar grassland,#E0CF8A,201519,18136.71,181.3671,0254,KWADACHA WILDERNESS PARK
1,Temperate or sub-polar shrubland,#B38A33,178790,16091.099999999999,160.91099999999997,0254,KWADACHA WILDERNESS PARK
1,Snow and Ice,#FFFAFF,104418,9397.619999999999,93.97619999999999,0254,KWADACHA WILDERNESS PARK
1,Water,#4D70A3,33056,2975.04,29.7504,0254,KWADACHA WILDERNESS PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,31643,2847.87,28.4787,0254,KWADACHA WILDERNESS PARK
1,Sub-polar taiga needleleaf forest,#949C70,25486,2293.74,22.937399999999997,0254,KWADACHA WILDERNESS PARK
1,Mixed forest,#5C752B,22192,1997.28,19.9728,0254,KWADACHA WILDERNESS PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,10616,955.4399999999999,9.5544,0254,KWADACHA WILDERNESS PARK
1,Wetland,#6BA38A,510,45.9,0.45899999999999996,0254,KWADACHA WILDERNESS PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,47,4.2299999999999995,0.0423,0254,KWADACHA WILDERNESS PARK
1,Urban,#DB2126,30,2.6999999999999997,0.026999999999999996,0254,KWADACHA WILDERNESS PARK
1,Temperate or sub-polar grassland,#E0CF8A,900099,81008.91,810.0891,9781,ENTIAKO PARK
1,Temperate or sub-polar needleleaf forest,#003D00,248362,22352.579999999998,223.52579999999998,9781,ENTIAKO PARK
1,Temperate or sub-polar shrubland,#B38A33,118974,10707.66,107.0766,9781,ENTIAKO PARK
1,Water,#4D70A3,48312,4348.08,43.4808,9781,ENTIAKO PARK
1,Barren lands,#A8ABAD,28319,2548.71,25.4871,9781,ENTIAKO PARK
1,Mixed forest,#5C752B,14824,1334.1599999999999,13.341599999999998,9781,ENTIAKO PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,1000,90,0.9,9781,ENTIAKO PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,346,31.14,0.3114,9781,ENTIAKO PARK
1,Sub-polar taiga needleleaf forest,#949C70,198,17.82,0.1782,9781,ENTIAKO PARK
1,Wetland,#6BA38A,112,10.08,0.1008,9781,ENTIAKO PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,10,0.8999999999999999,0.009,9781,ENTIAKO PARK
1,Snow and Ice,#FFFAFF,8,0.72,0.0072,9781,ENTIAKO PARK
1,Temperate or sub-polar needleleaf forest,#003D00,462988,41668.92,416.68919999999997,9622,CARIBOO MOUNTAINS PARK
1,Barren lands,#A8ABAD,211457,19031.13,190.31130000000002,9622,CARIBOO MOUNTAINS PARK
1,Snow and Ice,#FFFAFF,142106,12789.539999999999,127.8954,9622,CARIBOO MOUNTAINS PARK
1,Temperate or sub-polar grassland,#E0CF8A,104125,9371.25,93.7125,9622,CARIBOO MOUNTAINS PARK
1,Temperate or sub-polar shrubland,#B38A33,98614,8875.26,88.7526,9622,CARIBOO MOUNTAINS PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,82663,7439.67,74.3967,9622,CARIBOO MOUNTAINS PARK
1,Mixed forest,#5C752B,53822,4843.98,48.4398,9622,CARIBOO MOUNTAINS PARK
